"","State","County","Civ_Labor_Force_2023","Med_Household_Income_2023","Unemployment_Rate_2023"
"1642","MT","Sanders County, MT",5517,47976,4.8
"1643","MT","Sheridan County, MT",1724,62982,2.3
"1644","MT","Silver Bow County, MT",18005,58898,3.4
"1645","MT","Stillwater County, MT",5389,81147,2.4
"1646","MT","Sweet Grass County, MT",1909,68006,2.3
"1647","MT","Teton County, MT",2789,57054,2.9
"1648","MT","Toole County, MT",2089,49850,2.2
"1649","MT","Treasure County, MT",339,60454,2.7
"1650","MT","Valley County, MT",3962,79703,2.5
"1651","MT","Wheatland County, MT",755,44002,4
"1652","MT","Wibaux County, MT",437,56317,2.7
"1653","MT","Yellowstone County, MT",88210,78216,2.6
"1654","NE","Adams County, NE",17177,64212,2.1
"1655","NE","Antelope County, NE",3515,63250,1.9
"1656","NE","Arthur County, NE",218,57018,2.8
"1657","NE","Banner County, NE",383,66584,2.9
"1658","NE","Blaine County, NE",247,54936,3.6
"1659","NE","Boone County, NE",2958,68533,1.7
"1660","NE","Box Butte County, NE",5273,66762,2.2
"1661","NE","Boyd County, NE",1009,54443,2.4
"1662","NE","Brown County, NE",1381,55394,2.5
"1663","NE","Buffalo County, NE",28583,67809,1.8
"1664","NE","Burt County, NE",3545,58125,2.5
"1665","NE","Butler County, NE",4645,76417,1.7
"1666","NE","Cass County, NE",13646,93195,2.3
"1667","NE","Cedar County, NE",4630,69033,1.8
"1668","NE","Chase County, NE",2227,64985,1.7
"1669","NE","Cherry County, NE",3312,58017,1.9
"1670","NE","Cheyenne County, NE",4103,56604,2.4
"1671","NE","Clay County, NE",3061,64251,2.4
"1672","NE","Colfax County, NE",5831,69549,1.8
"1673","NE","Cuming County, NE",4800,65809,1.9
"1674","NE","Custer County, NE",6288,60328,1.7
"1675","NE","Dakota County, NE",10965,65986,2.7
"1676","NE","Dawes County, NE",4977,52621,2
"1677","NE","Dawson County, NE",13554,62089,2.4
"1678","NE","Deuel County, NE",952,56099,2.6
"1679","NE","Dixon County, NE",2997,61144,2
"1680","NE","Dodge County, NE",20771,68267,2.2
"1681","NE","Douglas County, NE",306276,74424,2.6
"1682","NE","Dundy County, NE",1172,58441,1.7
"1683","NE","Fillmore County, NE",3307,68532,1.9
"1684","NE","Franklin County, NE",1512,59400,2.1
"1685","NE","Frontier County, NE",1517,58241,2
"1686","NE","Furnas County, NE",2474,54213,1.9
"1687","NE","Gage County, NE",10861,64406,2.6
"1688","NE","Garden County, NE",1080,51734,2
"1689","NE","Garfield County, NE",1113,51530,2
"1690","NE","Gosper County, NE",1159,67697,2.2
"1691","NE","Grant County, NE",401,63469,1.5
"1692","NE","Greeley County, NE",1203,58561,2
"1693","NE","Hall County, NE",33433,66277,2.3
"1694","NE","Hamilton County, NE",4965,75369,1.9
"1695","NE","Harlan County, NE",1750,62104,1.9
"1696","NE","Hayes County, NE",580,60141,1.6
"1697","NE","Hitchcock County, NE",1276,54488,2.7
"1698","NE","Holt County, NE",5614,60502,1.8
"1699","NE","Hooker County, NE",356,53537,2.5
"1700","NE","Howard County, NE",3524,69423,1.9
"1701","NE","Jefferson County, NE",4175,59478,2
"1702","NE","Johnson County, NE",1984,60549,3.1
"1703","NE","Kearney County, NE",3713,74686,1.7
"1704","NE","Keith County, NE",4601,60608,1.8
"1705","NE","Keya Paha County, NE",550,51579,2.2
"1706","NE","Kimball County, NE",1932,55797,2
"1707","NE","Knox County, NE",4545,54880,2.2
"1708","NE","Lancaster County, NE",181811,68358,2.1
"1709","NE","Lincoln County, NE",18373,62442,2.2
"1710","NE","Logan County, NE",451,68723,2.4
"1711","NE","Loup County, NE",383,60487,2.9
"1712","NE","McPherson County, NE",426,52774,2.1
"1713","NE","Madison County, NE",20014,63482,2
"1714","NE","Merrick County, NE",4239,68754,2
"1715","NE","Morrill County, NE",2648,58889,2.2
"1716","NE","Nance County, NE",1958,62863,2.1
"1717","NE","Nemaha County, NE",3560,61933,2.2
"1718","NE","Nuckolls County, NE",2461,57278,2
"1719","NE","Otoe County, NE",8403,70433,2.2
"1720","NE","Pawnee County, NE",1479,55584,2
"1721","NE","Perkins County, NE",1808,67296,1.7
"1722","NE","Phelps County, NE",5077,66287,1.8
"1723","NE","Pierce County, NE",4207,70906,1.8
"1724","NE","Platte County, NE",18381,67132,2
"1725","NE","Polk County, NE",2885,70813,1.9
"1726","NE","Red Willow County, NE",5880,60108,1.9
"1727","NE","Richardson County, NE",4029,56121,2.1
"1728","NE","Rock County, NE",864,55648,1.5
"1729","NE","Saline County, NE",7152,72948,2.4
"1730","NE","Sarpy County, NE",99872,98619,2.2
"1731","NE","Saunders County, NE",11492,86179,1.9
"1732","NE","Scotts Bluff County, NE",17990,56853,2.6
"1733","NE","Seward County, NE",8899,77778,2
"1734","NE","Sheridan County, NE",2721,55388,2
"1735","NE","Sherman County, NE",1651,58456,2.2
"1736","NE","Sioux County, NE",760,60806,2.1
"1737","NE","Stanton County, NE",3517,75068,1.9
"1738","NE","Thayer County, NE",2690,61125,1.8
"1739","NE","Thomas County, NE",416,58818,3.4
"1740","NE","Thurston County, NE",3273,57129,2.7
"1741","NE","Valley County, NE",2068,55050,2.2
"1742","NE","Washington County, NE",11482,87368,2.1
"1743","NE","Wayne County, NE",5720,65664,2
"1744","NE","Webster County, NE",1661,62679,2.5
"1745","NE","Wheeler County, NE",533,55951,1.7
"1746","NE","York County, NE",7335,68440,2.2
"1747","NV","Churchill County, NV",11077,70149,4.3
"1748","NV","Clark County, NV",1186493,70838,5.4
"1749","NV","Douglas County, NV",22657,91960,4.5
"1750","NV","Elko County, NV",25920,88757,3.8
"1751","NV","Esmeralda County, NV",479,57501,4
"1752","NV","Eureka County, NV",995,80291,3.7
"1753","NV","Humboldt County, NV",7807,80255,3.9
"1754","NV","Lander County, NV",3151,90190,3.6
"1755","NV","Lincoln County, NV",2028,63978,4.7
"1756","NV","Lyon County, NV",23627,74741,5.8
"1757","NV","Mineral County, NV",1507,55704,6.8
"1758","NV","Nye County, NV",18281,51933,6.4
"1759","NV","Pershing County, NV",2377,65315,4.7
"1760","NV","Storey County, NV",2141,90171,4.3
"1761","NV","Washoe County, NV",263489,80245,4.1
"1762","NV","White Pine County, NV",4605,67639,3.4
"1763","NV","Carson City, NV",26018,62859,4.5
"1764","NH","Belknap County, NH",30978,77531,2.1
"1765","NH","Carroll County, NH",23024,71981,2.3
"1766","NH","Cheshire County, NH",38817,76227,2.3
"1767","NH","Coos County, NH",14215,52292,2.6
"1768","NH","Grafton County, NH",48303,81205,1.9
"1769","NH","Hillsborough County, NH",239121,96415,2.3
"1770","NH","Merrimack County, NH",82275,84898,1.9
"1771","NH","Rockingham County, NH",187453,107445,2.3
"1772","NH","Strafford County, NH",72663,82845,2.1
"1773","NH","Sullivan County, NH",22756,74700,1.9
"1774","NJ","Atlantic County, NJ",124235,76108,5.9
"1775","NJ","Bergen County, NJ",514345,113885,3.9
"1776","NJ","Burlington County, NJ",252255,100188,3.9
"1777","NJ","Camden County, NJ",276187,81372,4.8
"1778","NJ","Cape May County, NJ",48535,80845,7.6
"1779","NJ","Cumberland County, NJ",69962,60892,6.5
"1780","NJ","Essex County, NJ",397420,74747,5.5
"1781","NJ","Gloucester County, NJ",164258,97851,4.3
"1782","NJ","Hudson County, NJ",385860,82361,4.4
"1783","NJ","Hunterdon County, NJ",69322,137334,3.5
"1784","NJ","Mercer County, NJ",218979,94832,3.9
"1785","NJ","Middlesex County, NJ",470487,102073,4.1
"1786","NJ","Monmouth County, NJ",352981,117699,3.8
"1787","NJ","Morris County, NJ",273903,131562,3.7
"1788","NJ","Ocean County, NJ",302654,81152,4.2
"1789","NJ","Passaic County, NJ",259188,78779,5.5
"1790","NJ","Salem County, NJ",31419,76005,5.5
"1791","NJ","Somerset County, NJ",182817,134735,3.8
"1792","NJ","Sussex County, NJ",79040,111308,4.3
"1793","NJ","Union County, NJ",295774,96483,4.7
"1794","NJ","Warren County, NJ",60052,97729,4
"1795","NM","Bernalillo County, NM",344824,65034,3.5
"1796","NM","Catron County, NM",1129,44247,4.9
"1797","NM","Chaves County, NM",27309,47855,3.8
"1798","NM","Cibola County, NM",8151,45674,5.2
"1799","NM","Colfax County, NM",5364,49966,3.4
"1800","NM","Curry County, NM",22257,52463,2.9
"1801","NM","De Baca County, NM",724,45208,3.3
"1802","NM","Dona Ana County, NM",102153,52011,4.3
"1803","NM","Eddy County, NM",32215,65063,2.6
"1804","NM","Grant County, NM",11712,47099,3.5
"1805","NM","Guadalupe County, NM",1507,43862,4
"1806","NM","Harding County, NM",270,45217,3.7
"1807","NM","Hidalgo County, NM",1763,43610,3.3
"1808","NM","Lea County, NM",30194,59194,3.5
"1809","NM","Lincoln County, NM",9073,54344,3.2
"1810","NM","Los Alamos County, NM",11817,139217,1.9
"1811","NM","Luna County, NM",10089,38796,10
"1812","NM","McKinley County, NM",22694,43720,5.2
"1813","NM","Mora County, NM",1916,45155,5
"1814","NM","Otero County, NM",24973,52787,4
"1815","NM","Quay County, NM",2960,39885,4.2
"1816","NM","Rio Arriba County, NM",16926,56353,3.4
"1817","NM","Roosevelt County, NM",7855,47854,3.6
"1818","NM","Sandoval County, NM",69535,82862,3.6
"1819","NM","San Juan County, NM",50865,51898,4.2
"1820","NM","San Miguel County, NM",10519,47675,4.6
"1821","NM","Santa Fe County, NM",72966,72836,3.4
"1822","NM","Sierra County, NM",3877,40420,6
"1823","NM","Socorro County, NM",6170,42280,4.2
"1824","NM","Taos County, NM",14808,48462,4.4
"1825","NM","Torrance County, NM",5499,48322,5.1
"1826","NM","Union County, NM",1531,48545,3.1
"1827","NM","Valencia County, NM",31599,53275,4.1
"1828","NY","Albany County, NY",160625,76997,3.3
"1829","NY","Allegany County, NY",19399,55466,4.3
"1830","NY","Bronx County, NY",607911,45864,6.8
"1831","NY","Broome County, NY",82921,60533,3.9
"1832","NY","Cattaraugus County, NY",33096,52383,4.3
"1833","NY","Cayuga County, NY",35666,64129,3.6
"1834","NY","Chautauqua County, NY",53218,55644,4.3
"1835","NY","Chemung County, NY",34619,56664,4
"1836","NY","Chenango County, NY",21972,60755,3.5
"1837","NY","Clinton County, NY",35806,65272,3.5
"1838","NY","Columbia County, NY",30670,83533,3
"1839","NY","Cortland County, NY",22426,58274,4.2
"1840","NY","Delaware County, NY",18669,61424,4
"1841","NY","Dutchess County, NY",147036,90740,3.3
"1842","NY","Erie County, NY",449836,69888,3.8
"1843","NY","Essex County, NY",17020,62376,3.8
"1844","NY","Franklin County, NY",19106,59192,3.8
"1845","NY","Fulton County, NY",22577,61512,4.4
"1846","NY","Genesee County, NY",29789,68973,3.3
"1847","NY","Greene County, NY",20525,71433,3.8
"1848","NY","Hamilton County, NY",2242,62149,5
"1849","NY","Herkimer County, NY",27470,62197,4.1
"1850","NY","Jefferson County, NY",44317,58763,4.4
"1851","NY","Kings County, NY",1225540,73244,5.5
"1852","NY","Lewis County, NY",11848,64452,4.4
"1853","NY","Livingston County, NY",30440,75077,3.5
"1854","NY","Madison County, NY",32927,69851,3.7
"1855","NY","Monroe County, NY",366441,68169,3.7
"1856","NY","Montgomery County, NY",22297,58176,4.6
"1857","NY","Nassau County, NY",737126,135528,3.1
"1858","NY","New York County, NY",935314,95514,4.6
"1859","NY","Niagara County, NY",99338,63565,4.1
"1860","NY","Oneida County, NY",100528,63894,3.7
"1861","NY","Onondaga County, NY",224014,70939,3.5
"1862","NY","Ontario County, NY",56104,76601,3.3
"1863","NY","Orange County, NY",193668,88532,3.4
"1864","NY","Orleans County, NY",17233,62900,4
"1865","NY","Oswego County, NY",52899,59335,4.3
"1866","NY","Otsego County, NY",26954,68962,3.8
"1867","NY","Putnam County, NY",52179,112167,3.1
"1868","NY","Queens County, NY",1153534,80180,4.6
"1869","NY","Rensselaer County, NY",82853,80040,3.3
"1870","NY","Richmond County, NY",229578,91582,4.9
"1871","NY","Rockland County, NY",162073,99839,3.1
"1872","NY","St. Lawrence County, NY",43114,59451,4.4
"1873","NY","Saratoga County, NY",122572,93341,2.9
"1874","NY","Schenectady County, NY",78483,74206,3.5
"1875","NY","Schoharie County, NY",14943,67975,4.2
"1876","NY","Schuyler County, NY",8142,63233,3.9
"1877","NY","Seneca County, NY",14624,65354,3.5
"1878","NY","Steuben County, NY",41209,60558,4
"1879","NY","Suffolk County, NY",809422,119253,3.4
"1880","NY","Sullivan County, NY",38640,63733,3.3
"1881","NY","Tioga County, NY",22428,76197,3.4
"1882","NY","Tompkins County, NY",49344,72025,3.1
"1883","NY","Ulster County, NY",88606,79340,3.4
"1884","NY","Warren County, NY",31463,69849,3.7
"1885","NY","Washington County, NY",27688,67013,3.4
"1886","NY","Wayne County, NY",43611,70917,3.4
"1887","NY","Westchester County, NY",504732,108037,3.4
"1888","NY","Wyoming County, NY",17253,65526,3.9
"1889","NY","Yates County, NY",11719,62637,3.2
"1890","NC","Alamance County, NC",85834,61034,3.4
"1891","NC","Alexander County, NC",18013,67717,3.2
"1892","NC","Alleghany County, NC",4266,49524,4.5
"1893","NC","Anson County, NC",10263,48284,4
"1894","NC","Ashe County, NC",12820,54379,3
"1895","NC","Avery County, NC",7798,53894,3
"1896","NC","Beaufort County, NC",19376,54415,4
"1897","NC","Bertie County, NC",7037,44434,4.4
"1898","NC","Bladen County, NC",14513,46002,4.2
"1899","NC","Brunswick County, NC",59130,73536,4.2
"1900","NC","Buncombe County, NC",144131,67906,2.7
"1901","NC","Burke County, NC",40790,60629,3.3
"1902","NC","Cabarrus County, NC",118475,79649,3.2
"1903","NC","Caldwell County, NC",36321,53586,3.4
"1904","NC","Camden County, NC",4765,82620,3.3
"1905","NC","Carteret County, NC",32691,67806,3.2
"1906","NC","Caswell County, NC",9825,54215,3.6
"1907","NC","Catawba County, NC",79367,63934,3.3
"1908","NC","Chatham County, NC",38077,84516,3
"1909","NC","Cherokee County, NC",10968,51607,3.9
"1910","NC","Chowan County, NC",5916,55818,3.6
"1911","NC","Clay County, NC",4205,57698,3.7
"1912","NC","Cleveland County, NC",49621,53170,3.5
"1913","NC","Columbus County, NC",22330,45379,4
"1914","NC","Craven County, NC",42784,63076,3.5
"1915","NC","Cumberland County, NC",129432,58013,4.7
"1916","NC","Currituck County, NC",14881,76217,3.1
"1917","NC","Dare County, NC",20255,82052,4
"1918","NC","Davidson County, NC",81401,63590,3.4
"1919","NC","Davie County, NC",20731,63436,3.1
"1920","NC","Duplin County, NC",25522,51270,3.3
"1921","NC","Durham County, NC",182531,79524,3.1
"1922","NC","Edgecombe County, NC",20046,48770,5.7
"1923","NC","Forsyth County, NC",188507,62992,3.5
"1924","NC","Franklin County, NC",34905,72415,3.5
"1925","NC","Gaston County, NC",116898,65430,3.4
"1926","NC","Gates County, NC",5203,66561,3.3
"1927","NC","Graham County, NC",2940,50301,4.4
"1928","NC","Granville County, NC",30481,74120,3
"1929","NC","Greene County, NC",9652,49992,2.9
"1930","NC","Guilford County, NC",260038,63822,3.9
"1931","NC","Halifax County, NC",19274,44804,5.2
"1932","NC","Harnett County, NC",55643,65242,3.9
"1933","NC","Haywood County, NC",30680,62374,3
"1934","NC","Henderson County, NC",56343,65252,2.9
"1935","NC","Hertford County, NC",8415,43871,4.7
"1936","NC","Hoke County, NC",20525,60903,4.4
"1937","NC","Hyde County, NC",1774,48068,5.8
"1938","NC","Iredell County, NC",96551,73446,3.2
"1939","NC","Jackson County, NC",20030,58491,3.6
"1940","NC","Johnston County, NC",110895,80612,3.2
"1941","NC","Jones County, NC",4370,56079,3.2
"1942","NC","Lee County, NC",25704,58244,4
"1943","NC","Lenoir County, NC",27780,46410,3.4
"1944","NC","Lincoln County, NC",47301,78615,3
"1945","NC","McDowell County, NC",20276,54042,3.2
"1946","NC","Macon County, NC",16490,53832,3.2
"1947","NC","Madison County, NC",10232,54137,3.2
"1948","NC","Martin County, NC",8646,44445,4.4
"1949","NC","Mecklenburg County, NC",665695,80645,3.4
"1950","NC","Mitchell County, NC",6187,53555,3.6
"1951","NC","Montgomery County, NC",11229,55313,3.6
"1952","NC","Moore County, NC",43036,84458,3.4
"1953","NC","Nash County, NC",42055,55406,4.6
"1954","NC","New Hanover County, NC",132975,70995,3.1
"1955","NC","Northampton County, NC",7268,51550,4.6
"1956","NC","Onslow County, NC",69558,62190,4
"1957","NC","Orange County, NC",83045,87780,2.9
"1958","NC","Pamlico County, NC",5580,59845,3.3
"1959","NC","Pasquotank County, NC",17067,59066,4.1
"1960","NC","Pender County, NC",31484,73663,3.2
"1961","NC","Perquimans County, NC",5048,60665,4
"1962","NC","Person County, NC",19150,61302,3.5
"1963","NC","Pitt County, NC",89299,57319,3.9
"1964","NC","Polk County, NC",9469,61585,3.3
"1965","NC","Randolph County, NC",65385,58037,3.6
"1966","NC","Richmond County, NC",17062,44383,4.6
"1967","NC","Robeson County, NC",48220,39931,5
"1968","NC","Rockingham County, NC",39442,52494,4
"1969","NC","Rowan County, NC",69023,61105,3.4
"1970","NC","Rutherford County, NC",24392,53485,4.6
"1971","NC","Sampson County, NC",27978,52248,3.5
"1972","NC","Scotland County, NC",11226,45996,6.3
"1973","NC","Stanly County, NC",32089,58642,3
"1974","NC","Stokes County, NC",21613,56259,3.1
"1975","NC","Surry County, NC",33283,49524,3.2
"1976","NC","Swain County, NC",7119,55462,2.9
"1977","NC","Transylvania County, NC",14903,62173,3.2
"1978","NC","Tyrrell County, NC",1325,42514,5.1
"1979","NC","Union County, NC",132893,95079,3
"1980","NC","Vance County, NC",16752,49961,5.4
"1981","NC","Wake County, NC",648814,97099,3
"1982","NC","Warren County, NC",6294,47170,5.4
"1983","NC","Washington County, NC",4321,46072,4.8
"1984","NC","Watauga County, NC",29969,57888,3
"1985","NC","Wayne County, NC",51478,55635,3.7
"1986","NC","Wilkes County, NC",26333,48229,3.7
"1987","NC","Wilson County, NC",33942,51535,4.9
"1988","NC","Yadkin County, NC",17608,61464,3.1
"1989","NC","Yancey County, NC",8371,54455,3.1
"1990","ND","Adams County, ND",952,57593,1.8
"1991","ND","Barnes County, ND",5200,67058,2.1
"1992","ND","Benson County, ND",2305,56605,2.7
"1993","ND","Billings County, ND",465,85947,1.7
"1994","ND","Bottineau County, ND",3007,69351,2.4
"1995","ND","Bowman County, ND",1552,75386,1.3
"1996","ND","Burke County, ND",1068,75931,1.6
"1997","ND","Burleigh County, ND",51943,83111,1.7
"1998","ND","Cass County, ND",111299,70002,1.7
"1999","ND","Cavalier County, ND",1837,73221,2.2
"2000","ND","Dickey County, ND",2258,56326,1.7
"2001","ND","Divide County, ND",1546,70513,1.2
"2002","ND","Dunn County, ND",3163,82490,1.1
"2003","ND","Eddy County, ND",1178,58848,2.6
"2004","ND","Emmons County, ND",1472,60952,4.1
"2005","ND","Foster County, ND",1519,83156,1.8
"2006","ND","Golden Valley County, ND",864,64823,1.6
"2007","ND","Grand Forks County, ND",37962,64914,1.7
"2008","ND","Grant County, ND",1237,43988,1.6
"2009","ND","Griggs County, ND",1027,59332,1.9
"2010","ND","Hettinger County, ND",1350,66192,1.6
"2011","ND","Kidder County, ND",1333,56951,3.2
"2012","ND","LaMoure County, ND",2104,77744,1.8
"2013","ND","Logan County, ND",857,60695,2.3
"2014","ND","McHenry County, ND",3138,65378,2.8
"2015","ND","McIntosh County, ND",1073,57614,1.9
"2016","ND","McKenzie County, ND",9803,84206,1.3
"2017","ND","McLean County, ND",4753,79935,2.4
"2018","ND","Mercer County, ND",3661,90092,2.6
"2019","ND","Morton County, ND",17126,75133,2.3
"2020","ND","Mountrail County, ND",6596,74094,1.2
"2021","ND","Nelson County, ND",1448,59947,2.5
"2022","ND","Oliver County, ND",883,79521,3.1
"2023","ND","Pembina County, ND",3238,69141,2.8
"2024","ND","Pierce County, ND",1702,59007,2.5
"2025","ND","Ramsey County, ND",5655,71307,2.1
"2026","ND","Ransom County, ND",2620,76130,1.5
"2027","ND","Renville County, ND",1232,71271,1.7
"2028","ND","Richland County, ND",8893,74253,1.7
"2029","ND","Rolette County, ND",4734,50598,5.5
"2030","ND","Sargent County, ND",2246,75325,1.5
"2031","ND","Sheridan County, ND",650,56922,2.6
"2032","ND","Sioux County, ND",1221,43721,2.4
"2033","ND","Slope County, ND",339,69249,2.4
"2034","ND","Stark County, ND",18628,86963,1.5
"2035","ND","Steele County, ND",947,81081,2
"2036","ND","Stutsman County, ND",10762,65633,1.8
"2037","ND","Towner County, ND",1149,70656,2
"2038","ND","Traill County, ND",4564,79065,1.7
"2039","ND","Walsh County, ND",5199,67249,2.9
"2040","ND","Ward County, ND",32207,72091,2.1
"2041","ND","Wells County, ND",1917,66294,2.8
"2042","ND","Williams County, ND",22847,84145,1.6
"2043","OH","Adams County, OH",11111,49068,5
"2044","OH","Allen County, OH",46896,60384,3.7
"2045","OH","Ashland County, OH",25732,62037,3.4
"2046","OH","Ashtabula County, OH",42855,52468,4
"2047","OH","Athens County, OH",25976,48265,4.4
"2048","OH","Auglaize County, OH",24652,71669,2.6
"2049","OH","Belmont County, OH",27716,55573,4.4
"2050","OH","Brown County, OH",19666,64034,4.1
"2051","OH","Butler County, OH",199441,74841,3.2
"2052","OH","Carroll County, OH",12588,62482,3.9
"2053","OH","Champaign County, OH",19487,72784,3.2
"2054","OH","Clark County, OH",63224,57264,3.6
"2055","OH","Clermont County, OH",109258,79492,3.2
"2056","OH","Clinton County, OH",18147,65927,4
"2057","OH","Columbiana County, OH",44985,54167,4.2
"2058","OH","Coshocton County, OH",13852,50731,4.5
"2059","OH","Crawford County, OH",17753,55912,4.3
"2060","OH","Cuyahoga County, OH",605553,60808,3.8
"2061","OH","Darke County, OH",25758,65643,3.1
"2062","OH","Defiance County, OH",17573,63904,3.5
"2063","OH","Delaware County, OH",116479,121528,2.8
"2064","OH","Erie County, OH",36380,67925,4.4
"2065","OH","Fairfield County, OH",80859,82447,3.1
"2066","OH","Fayette County, OH",13741,56901,3.6
"2067","OH","Franklin County, OH",714097,69762,3.1
"2068","OH","Fulton County, OH",21852,75383,3.5
"2069","OH","Gallia County, OH",12195,51449,4.3
"2070","OH","Geauga County, OH",48777,101636,3.1
"2071","OH","Greene County, OH",82404,82769,3.2
"2072","OH","Guernsey County, OH",17865,56004,4.3
"2073","OH","Hamilton County, OH",422180,67033,3.2
"2074","OH","Hancock County, OH",40035,72658,2.9
"2075","OH","Hardin County, OH",12959,58844,3.8
"2076","OH","Harrison County, OH",6637,55129,4.1
"2077","OH","Henry County, OH",12903,72122,4.2
"2078","OH","Highland County, OH",17452,59464,4.6
"2079","OH","Hocking County, OH",13027,57353,3.7
"2080","OH","Holmes County, OH",21789,75226,2.8
"2081","OH","Huron County, OH",27808,61482,4.5
"2082","OH","Jackson County, OH",12566,54893,4.6
"2083","OH","Jefferson County, OH",26773,54272,5.1
"2084","OH","Knox County, OH",31310,68334,3.3
"2085","OH","Lake County, OH",126021,76163,3.4
"2086","OH","Lawrence County, OH",23518,51062,4.1
"2087","OH","Licking County, OH",92612,76596,3.1
"2088","OH","Logan County, OH",22831,62449,3
"2089","OH","Lorain County, OH",155146,67124,3.8
"2090","OH","Lucas County, OH",205391,57971,4.2
"2091","OH","Madison County, OH",21162,78533,3
"2092","OH","Mahoning County, OH",98452,54774,4.2
"2093","OH","Marion County, OH",26987,59012,3.4
"2094","OH","Medina County, OH",98751,89108,3.1
"2095","OH","Meigs County, OH",8599,46393,5.4
"2096","OH","Mercer County, OH",23062,72077,2.3
"2097","OH","Miami County, OH",53608,72887,3.2
"2098","OH","Monroe County, OH",5186,56384,5.5
"2099","OH","Montgomery County, OH",246649,62794,3.8
"2100","OH","Morgan County, OH",6872,58803,4.5
"2101","OH","Morrow County, OH",17118,71835,3.5
"2102","OH","Muskingum County, OH",41280,58791,3.8
"2103","OH","Noble County, OH",4584,57054,4.9
"2104","OH","Ottawa County, OH",20790,72780,4.8
"2105","OH","Paulding County, OH",8781,66332,3.1
"2106","OH","Perry County, OH",16076,60448,4
"2107","OH","Pickaway County, OH",26989,75916,3.3
"2108","OH","Pike County, OH",11214,55029,4.6
"2109","OH","Portage County, OH",86020,72965,3.5
"2110","OH","Preble County, OH",21683,67605,3.1
"2111","OH","Putnam County, OH",18892,81780,2.6
"2112","OH","Richland County, OH",50601,54906,4.1
"2113","OH","Ross County, OH",35444,60352,3.4
"2114","OH","Sandusky County, OH",29963,62473,3.5
"2115","OH","Scioto County, OH",29584,48465,4.8
"2116","OH","Seneca County, OH",26461,63221,3.6
"2117","OH","Shelby County, OH",23672,72498,3.1
"2118","OH","Stark County, OH",180968,64557,3.7
"2119","OH","Summit County, OH",267894,66034,3.7
"2120","OH","Trumbull County, OH",83114,54406,4.4
"2121","OH","Tuscarawas County, OH",44851,59626,3.6
"2122","OH","Union County, OH",30437,104512,2.8
"2123","OH","Van Wert County, OH",14634,59377,2.8
"2124","OH","Vinton County, OH",5440,51015,4.8
"2125","OH","Warren County, OH",124076,104523,3
"2126","OH","Washington County, OH",26869,59196,4.2
"2127","OH","Wayne County, OH",60740,70121,2.8
"2128","OH","Williams County, OH",18167,60983,3.1
"2129","OH","Wood County, OH",70080,67254,3.2
"2130","OH","Wyandot County, OH",13429,65631,2.6
"2131","OK","Adair County, OK",8798,47799,3.8
"2132","OK","Alfalfa County, OK",2748,58045,2.7
"2133","OK","Atoka County, OK",5214,46160,3.8
"2134","OK","Beaver County, OK",2793,64431,2.1
"2135","OK","Beckham County, OK",10767,53119,3
"2136","OK","Blaine County, OK",4403,54616,2.3
"2137","OK","Bryan County, OK",24414,53782,2.9
"2138","OK","Caddo County, OK",12093,51071,3.4
"2139","OK","Canadian County, OK",84372,81761,2.7
"2140","OK","Carter County, OK",22296,56052,3.7
"2141","OK","Cherokee County, OK",21011,49403,3.5
"2142","OK","Choctaw County, OK",6878,41999,3.9
"2143","OK","Cimarron County, OK",1414,50900,2
"2144","OK","Cleveland County, OK",155542,70923,2.8
"2145","OK","Coal County, OK",2397,44040,4
"2146","OK","Comanche County, OK",48770,55600,3.9
"2147","OK","Cotton County, OK",2748,51036,3.1
"2148","OK","Craig County, OK",5945,48922,3.4
"2149","OK","Creek County, OK",32804,57545,3.4
"2150","OK","Custer County, OK",15445,54056,2.8
"2151","OK","Delaware County, OK",20366,54799,3.3
"2152","OK","Dewey County, OK",3222,55444,2
"2153","OK","Ellis County, OK",2128,54087,2.3
"2154","OK","Garfield County, OK",26749,55515,3.2
"2155","OK","Garvin County, OK",13127,49245,3.1
"2156","OK","Grady County, OK",28633,66930,2.9
"2157","OK","Grant County, OK",2898,55657,2
"2158","OK","Greer County, OK",1923,40545,3.8
"2159","OK","Harmon County, OK",1243,41170,2.6
"2160","OK","Harper County, OK",1882,65228,2.3
"2161","OK","Haskell County, OK",4471,44536,4.8
"2162","OK","Hughes County, OK",5321,43773,4
"2163","OK","Jackson County, OK",11172,53513,2.9
"2164","OK","Jefferson County, OK",2549,44188,3.6
"2165","OK","Johnston County, OK",4204,48452,3.8
"2166","OK","Kay County, OK",18526,53066,3.6
"2167","OK","Kingfisher County, OK",9288,73023,2.3
"2168","OK","Kiowa County, OK",3750,44959,3.6
"2169","OK","Latimer County, OK",3940,42409,4.7
"2170","OK","Le Flore County, OK",20183,47026,4
"2171","OK","Lincoln County, OK",16955,54922,3.2
"2172","OK","Logan County, OK",24520,76331,3.1
"2173","OK","Love County, OK",6198,64723,2.7
"2174","OK","McClain County, OK",21908,75474,2.9
"2175","OK","McCurtain County, OK",16462,44465,4.2
"2176","OK","McIntosh County, OK",7508,43700,5.4
"2177","OK","Major County, OK",3873,63840,2.6
"2178","OK","Marshall County, OK",7778,51341,3.2
"2179","OK","Mayes County, OK",20564,50174,3.2
"2180","OK","Murray County, OK",5903,60307,3.4
"2181","OK","Muskogee County, OK",28618,53035,3.9
"2182","OK","Noble County, OK",5981,61415,2.6
